step,AvgRoutedR,AvgR,AvgRouted%,ActorLoss,BaselineLoss
345,1106.0227340047393,2669.41748046875,82.421875,-4268.1376953125,18557130.0
355,1106.934323286052,2652.7998046875,82.6171875,-4239.5341796875,18366144.0
346,1108.1652324879226,2810.11767578125,80.859375,-4638.9453125,20103040.0
356,1103.184978606357,2892.973876953125,79.8828125,-4347.060546875,21057624.0
347,1109.8096051068883,2689.902099609375,82.2265625,-4546.849609375,18756656.0
357,1107.6402457524273,2844.4287109375,80.46875,-4053.24072265625,20487340.0
348,1108.7285248815165,2671.647216796875,82.421875,-4458.0615234375,18562204.0
358,1107.594966545012,2861.7607421875,80.2734375,-4593.87109375,20679958.0
349,1109.1914705882352,2619.9345703125,83.0078125,-3898.792724609375,17984968.0
359,1104.791179906542,2564.1611328125,83.59375,-3976.803466796875,17398648.0
350,1107.7582352941176,2618.74462890625,83.0078125,-4359.65234375,17982282.0
360,1105.8801487414187,2408.72998046875,85.3515625,-3678.00390625,15666231.0
351,1104.5833579009434,2633.482666015625,82.8125,-3955.47802734375,18169236.0
361,1107.292600235849,2635.726806640625,82.8125,-4278.8173828125,18174060.0
352,1106.011238399072,2513.068115234375,84.1796875,-4204.0078125,16822674.0
362,1107.42879842615,2826.890625,80.6640625,-4409.83251953125,20294314.0
353,1106.808225235849,2635.32568359375,82.8125,-3959.23779296875,18173264.0
363,1106.8653381642512,2809.06689453125,80.859375,-4333.0703125,20100554.0
354,1110.5826470588236,2621.08935546875,83.0078125,-3867.111083984375,17987540.0
364,1106.947109741784,2600.70166015625,83.203125,-4532.21337890625,17788052.0
355,1110.9058940774487,2378.29638671875,85.7421875,-4253.73779296875,15290325.0
365,1103.8910332541568,2685.03515625,82.2265625,-4305.0283203125,18745878.0
356,1107.4540355477855,2549.01953125,83.7890625,-3573.95458984375,17210850.0
